Num_Children,Gender,Income,Own_Car,Own_Housing,Credit_Card_Issuing
1,Female,99277,Yes,Yes,Approved
5,Male,57691,Yes,Yes,Denied
3,Female,72336,Yes,Yes,Denied
3,Female,67727,Yes,Yes,Denied
5,Female,33513,Yes,Yes,Denied
2,Male,42803,No,Yes,Denied
3,Female,54992,Yes,No,Denied
0,Male,48509,Yes,No,Denied
2,Male,105973,Yes,No,Approved
1,Male,54366,Yes,No,Denied
1,Male,113928,Yes,No,Approved
5,Male,56047,Yes,Yes,Denied
3,Male,113931,Yes,No,Approved
2,Male,119985,Yes,No,Approved
2,Female,91538,Yes,No,Approved
0,Male,43599,Yes,Yes,Denied
4,Male,108185,No,No,Approved
3,Female,49562,Yes,No,Denied
0,Male,75210,Yes,No,Approved
1,Female,90649,Yes,No,Approved
2,Female,52210,Yes,Yes,Denied
0,Female,54166,Yes,No,Denied
0,Male,68806,No,Yes,Denied
1,Female,92723,No,Yes,Approved
4,Male,94968,Yes,Yes,Approved
2,Male,61156,Yes,No,Denied
6,Male,67204,Yes,No,Denied
3,Male,114349,Yes,No,Approved
6,Female,85432,No,No,Denied
2,Male,62555,Yes,Yes,Denied
3,Male,112041,Yes,Yes,Approved
1,Male,50485,Yes,Yes,Denied
3,Male,63022,Yes,No,Denied
1,Male,104271,Yes,No,Approved
1,Male,119650,Yes,No,Approved
1,Female,31473,No,Yes,Denied
1,Female,58956,Yes,No,Denied
4,Male,56685,No,No,Denied
2,Male,113080,Yes,Yes,Approved
2,Female,77681,No,Yes,Denied
4,Male,61698,Yes,Yes,Denied
4,Male,84902,No,No,Approved
1,Male,50974,Yes,Yes,Denied
2,Male,80559,Yes,Yes,Approved
2,Female,46262,No,No,Denied
0,Male,45231,No,No,Denied
3,Female,37970,Yes,Yes,Denied
2,Male,111228,Yes,Yes,Approved
1,Male,86737,Yes,No,Approved
1,Female,47744,Yes,No,Denied
1,Female,30947,Yes,Yes,Denied
3,Female,79490,Yes,No,Denied
1,Female,88034,No,No,Denied
3,Female,43890,No,No,Denied
2,Male,101617,No,No,Approved
3,Female,77825,No,Yes,Denied
2,Male,89659,Yes,Yes,Approved
1,Female,78491,Yes,Yes,Denied
3,Female,47555,Yes,No,Denied
1,Female,88625,No,No,Denied
0,Female,55497,Yes,No,Denied
1,Female,50897,Yes,No,Denied
4,Female,73238,Yes,No,Denied
2,Female,95496,Yes,No,Approved
3,Female,71159,Yes,Yes,Denied
3,Female,95767,Yes,No,Approved
4,Male,74136,Yes,No,Approved
1,Female,89570,Yes,No,Approved
3,Female,67297,Yes,No,Denied
0,Female,95574,Yes,No,Approved
0,Female,42488,Yes,No,Denied
4,Male,113487,Yes,No,Approved
1,Female,53579,No,No,Denied
2,Female,44128,Yes,No,Denied
0,Female,81524,No,No,Denied
2,Female,35424,No,Yes,Denied
3,Male,106243,Yes,No,Approved
1,Male,57355,Yes,Yes,Denied
3,Female,66688,No,Yes,Denied
4,Female,48826,No,No,Denied
2,Female,60974,Yes,No,Denied
3,Male,85000,Yes,No,Approved
3,Male,49735,No,No,Denied
2,Male,41816,No,Yes,Denied
4,Male,54614,Yes,No,Denied
1,Female,73185,Yes,No,Denied
1,Male,96210,Yes,No,Approved
2,Male,58900,Yes,Yes,Denied
2,Female,31314,Yes,No,Denied
2,Female,34654,Yes,No,Denied
1,Female,50154,Yes,No,Denied
1,Female,39120,No,No,Denied
1,Female,59407,Yes,No,Denied
3,Male,78517,Yes,No,Approved
1,Female,93714,No,No,Approved
2,Male,46370,Yes,No,Denied
0,Male,80619,No,Yes,Approved
3,Female,78984,Yes,No,Denied
0,Female,44952,No,No,Denied
4,Female,83117,No,Yes,Denied
2,Female,83735,No,No,Denied
3,Male,99050,Yes,No,Approved
1,Male,72755,Yes,Yes,Approved
4,Male,110794,Yes,No,Approved
2,Female,86942,Yes,No,Approved
3,Female,92574,Yes,No,Approved
3,Male,102399,Yes,Yes,Approved
1,Female,44428,No,No,Denied
0,Female,69233,No,No,Denied
1,Male,82806,Yes,No,Approved
2,Male,67320,Yes,No,Denied
4,Male,76914,Yes,Yes,Approved
0,Male,62050,Yes,Yes,Denied
5,Female,56445,Yes,Yes,Denied
1,Male,53545,Yes,No,Denied
2,Female,88633,No,Yes,Approved
1,Female,58136,Yes,Yes,Denied
2,Female,66455,No,No,Denied
4,Male,77705,Yes,No,Approved
2,Male,103671,No,No,Approved
4,Female,30404,No,No,Denied
2,Male,87012,Yes,No,Approved
5,Female,98077,No,Yes,Approved
0,Male,68647,Yes,No,Denied
6,Female,42146,Yes,No,Denied
0,Female,46504,Yes,No,Denied
1,Female,46759,Yes,No,Denied
4,Male,85136,No,No,Approved
0,Male,107268,Yes,Yes,Approved
1,Male,88260,Yes,No,Approved
2,Female,94596,Yes,No,Approved
5,Female,52508,Yes,No,Denied
4,Male,51861,Yes,Yes,Denied
1,Male,65576,Yes,Yes,Denied
0,Female,87364,No,No,Denied
0,Female,72968,No,No,Denied
1,Female,96009,Yes,No,Approved
3,Female,36299,Yes,No,Denied
2,Male,56244,Yes,No,Denied
2,Female,77959,Yes,Yes,Denied
0,Male,57194,No,No,Denied
2,Female,96328,No,No,Approved
2,Male,113586,Yes,No,Approved
2,Male,81160,No,No,Approved
0,Female,97449,Yes,No,Approved
3,Female,89637,Yes,Yes,Approved
4,Female,41749,No,No,Denied
3,Male,86853,Yes,Yes,Approved
1,Female,81065,No,No,Denied
5,Female,83325,Yes,Yes,Approved
0,Female,70586,Yes,No,Denied
2,Female,81354,Yes,Yes,Approved
1,Male,69250,Yes,Yes,Approved
1,Female,63251,Yes,No,Denied
2,Female,88881,Yes,No,Denied
2,Female,37252,Yes,No,Denied
2,Female,73681,No,No,Denied
3,Female,61029,Yes,No,Denied
1,Female,37750,Yes,No,Denied
1,Female,35298,Yes,No,Denied
0,Male,111418,Yes,No,Approved
1,Female,69222,Yes,No,Denied
0,Male,64418,No,Yes,Denied
1,Female,70640,No,No,Denied
3,Female,76879,No,No,Denied
1,Male,56889,No,Yes,Denied
1,Male,58702,Yes,No,Denied
3,Female,67049,Yes,Yes,Denied
2,Male,70888,Yes,No,Denied
0,Male,92135,No,No,Approved
2,Female,38457,Yes,No,Denied
4,Female,48415,Yes,Yes,Denied
2,Female,53728,No,No,Denied
3,Male,97447,No,No,Approved
1,Male,69915,Yes,No,Denied
2,Female,99655,No,No,Approved
6,Female,49869,Yes,Yes,Denied
3,Female,63907,No,Yes,Denied
2,Female,81138,Yes,No,Denied
4,Female,73544,No,Yes,Denied
1,Male,73073,Yes,No,Denied
1,Male,98696,Yes,Yes,Approved
3,Female,98225,Yes,No,Approved
3,Female,94196,No,No,Approved
0,Male,81768,Yes,No,Approved
2,Male,108706,Yes,No,Approved
4,Female,99205,No,Yes,Approved
2,Female,74456,No,No,Denied
0,Male,87417,Yes,No,Approved
2,Male,54121,No,No,Denied
4,Male,81141,Yes,Yes,Approved
0,Female,66174,No,No,Denied
6,Female,87716,No,No,Approved
3,Male,51010,Yes,No,Denied
2,Male,46837,Yes,No,Denied
2,Male,40647,Yes,Yes,Denied
1,Female,39015,Yes,No,Denied
5,Male,68430,Yes,No,Denied
0,Female,39118,No,Yes,Denied
2,Male,45209,No,Yes,Denied
1,Female,76081,Yes,No,Denied
0,Female,75346,Yes,No,Denied
4,Female,48670,Yes,Yes,Denied
3,Female,91127,Yes,No,Approved
1,Male,46053,Yes,No,Denied
1,Male,67430,Yes,Yes,Denied
1,Female,39821,No,Yes,Denied
3,Male,77496,Yes,No,Approved
2,Male,119645,No,No,Approved
4,Female,46750,Yes,No,Denied
2,Female,35750,Yes,No,Denied
0,Female,79942,No,Yes,Denied
4,Male,44253,No,Yes,Denied
3,Female,69791,No,Yes,Denied
4,Female,62137,Yes,No,Denied
0,Female,36888,Yes,No,Denied
2,Male,45817,Yes,Yes,Denied
2,Female,79193,Yes,No,Denied
2,Female,71948,No,Yes,Denied
0,Male,53280,Yes,Yes,Denied
3,Male,74929,Yes,Yes,Approved
2,Male,104163,Yes,Yes,Approved
3,Female,91005,Yes,Yes,Approved
1,Male,52190,Yes,No,Denied
4,Male,77713,Yes,Yes,Approved
1,Female,91222,No,No,Denied
2,Female,55708,Yes,No,Denied
1,Male,74840,Yes,Yes,Approved
5,Female,49570,No,No,Denied
0,Male,115641,Yes,No,Approved
2,Male,99567,Yes,No,Approved
0,Male,72799,No,Yes,Denied
4,Male,102285,Yes,No,Approved
1,Male,67474,Yes,No,Denied
2,Male,75492,Yes,No,Denied
0,Female,75554,Yes,No,Denied
4,Female,77837,Yes,Yes,Denied
1,Female,35013,No,Yes,Denied
1,Female,31456,Yes,Yes,Denied
3,Female,52031,Yes,Yes,Denied
1,Male,73445,Yes,No,Denied
1,Female,87634,Yes,No,Approved
3,Male,53605,Yes,Yes,Denied
2,Male,65640,Yes,Yes,Denied
4,Female,91336,Yes,Yes,Approved
2,Female,80641,No,No,Denied
1,Male,91842,Yes,Yes,Approved
4,Male,119055,Yes,Yes,Approved
2,Male,77529,No,No,Denied
2,Female,54349,Yes,No,Denied
0,Female,55333,Yes,Yes,Denied
2,Male,106030,No,No,Approved
5,Female,63424,Yes,No,Denied
1,Female,84789,Yes,No,Denied
2,Male,101494,Yes,Yes,Approved
2,Male,64066,Yes,Yes,Denied
1,Female,37565,Yes,No,Denied
0,Male,49187,No,No,Denied
0,Male,63547,No,Yes,Denied
1,Female,90260,Yes,Yes,Approved
1,Female,39698,Yes,No,Denied
0,Female,54429,No,No,Denied
1,Female,42708,No,No,Denied
0,Female,90912,Yes,No,Approved
1,Male,45912,Yes,No,Denied
3,Female,53877,Yes,Yes,Denied
1,Male,107926,Yes,No,Approved
2,Male,83274,Yes,No,Approved
2,Male,74559,No,No,Denied
2,Male,56531,Yes,No,Denied
4,Female,96099,Yes,Yes,Approved
1,Male,51975,Yes,Yes,Denied
5,Female,91931,Yes,Yes,Approved
2,Male,72350,No,No,Denied
2,Male,118648,Yes,No,Approved
2,Female,30387,Yes,No,Denied
1,Male,58931,Yes,No,Denied
1,Male,49355,Yes,No,Denied
1,Female,58764,Yes,No,Denied
1,Male,119778,Yes,No,Approved
2,Female,99267,No,Yes,Approved
6,Female,34311,Yes,Yes,Denied
2,Male,58616,Yes,Yes,Denied
3,Male,65699,Yes,Yes,Denied
4,Female,76881,Yes,No,Denied
1,Female,39772,Yes,Yes,Denied
0,Female,54155,Yes,No,Denied
0,Female,94738,Yes,No,Approved
1,Female,81769,No,Yes,Denied
3,Female,69163,Yes,No,Denied
0,Female,64417,Yes,No,Denied
2,Female,79583,No,Yes,Denied
0,Female,34325,Yes,No,Denied
1,Male,53947,Yes,Yes,Denied
1,Female,80924,Yes,Yes,Denied
3,Male,54134,Yes,No,Denied
2,Male,106146,Yes,Yes,Approved
1,Female,84393,No,No,Denied
3,Female,47963,Yes,Yes,Denied
1,Female,51736,Yes,No,Denied
1,Female,64529,Yes,No,Denied
0,Female,54499,No,No,Denied
2,Male,67364,Yes,Yes,Denied
2,Female,89005,No,No,Approved
1,Male,106116,No,Yes,Approved
3,Male,85575,Yes,Yes,Approved
2,Male,116994,Yes,No,Approved
4,Female,71715,Yes,No,Denied
2,Female,89902,Yes,Yes,Approved
2,Female,71627,Yes,No,Denied
3,Female,86046,Yes,No,Denied
3,Male,43704,Yes,Yes,Denied
3,Male,111477,No,Yes,Approved
1,Female,75896,Yes,No,Denied
1,Male,72189,Yes,No,Denied
2,Male,75282,Yes,No,Approved
3,Male,113773,Yes,Yes,Approved
5,Female,98639,Yes,No,Approved
1,Male,106529,No,No,Approved
1,Male,54428,Yes,No,Denied
3,Male,44844,No,No,Denied
2,Female,44091,No,No,Denied
1,Male,60383,Yes,No,Denied
1,Female,45816,Yes,No,Denied
2,Male,41583,Yes,No,Denied
0,Male,53173,Yes,No,Denied
2,Female,32658,Yes,No,Denied
2,Male,79823,Yes,Yes,Approved
2,Male,73426,Yes,No,Denied
1,Male,118288,Yes,No,Approved
2,Female,68066,Yes,No,Denied
5,Male,86863,No,Yes,Approved
5,Female,74587,Yes,Yes,Denied
0,Female,50484,Yes,No,Denied
3,Female,84389,No,Yes,Approved
3,Male,79224,Yes,No,Denied
2,Female,35031,Yes,Yes,Denied
0,Female,68588,Yes,No,Denied
1,Female,95636,Yes,Yes,Approved
2,Male,72924,No,Yes,Approved
3,Male,54111,Yes,No,Denied
0,Female,37233,Yes,Yes,Denied
1,Male,115857,Yes,No,Approved
2,Male,60215,Yes,Yes,Denied
1,Male,67825,Yes,No,Denied
3,Female,63593,Yes,No,Denied
1,Female,53535,Yes,No,Denied
0,Male,75134,No,Yes,Approved
2,Female,98701,Yes,No,Approved
3,Female,38562,No,Yes,Denied
2,Male,108555,Yes,Yes,Approved
2,Male,86166,Yes,No,Approved
1,Male,100340,Yes,No,Approved
2,Male,43325,No,Yes,Denied
4,Female,63421,Yes,No,Denied
2,Male,119827,Yes,No,Approved
1,Male,74123,Yes,No,Denied
2,Female,39773,Yes,No,Denied
2,Female,37181,No,No,Denied
1,Male,60699,Yes,No,Denied
1,Male,90488,Yes,No,Approved
2,Male,91435,Yes,Yes,Approved
2,Male,76957,Yes,Yes,Approved
4,Female,31690,Yes,Yes,Denied
4,Female,58553,Yes,No,Denied
0,Male,109546,No,Yes,Approved
1,Male,116893,Yes,No,Approved
1,Male,91857,No,Yes,Approved
3,Male,106473,Yes,Yes,Approved
0,Female,61935,Yes,No,Denied
2,Female,31848,No,Yes,Denied
0,Male,80416,Yes,No,Approved
3,Female,48955,Yes,No,Denied
1,Male,117102,No,Yes,Approved
1,Male,105140,Yes,Yes,Approved
1,Male,42508,Yes,No,Denied
5,Female,91121,Yes,No,Approved
2,Male,49745,Yes,No,Denied
2,Female,71770,Yes,No,Denied
0,Male,40569,Yes,No,Denied
3,Male,59881,Yes,Yes,Denied
1,Male,109672,Yes,Yes,Approved
1,Female,94475,Yes,No,Approved
2,Male,107146,No,Yes,Approved
2,Female,47103,No,Yes,Denied
0,Female,79707,No,Yes,Denied
1,Female,53436,Yes,No,Denied
4,Male,77625,Yes,No,Denied
1,Male,78430,Yes,No,Approved
0,Male,112770,No,Yes,Approved
2,Male,50476,No,No,Denied
2,Female,43499,No,No,Denied
1,Female,85690,No,No,Denied
1,Male,48555,No,No,Denied
1,Female,66668,No,Yes,Denied
0,Female,45808,Yes,No,Denied
1,Male,43039,Yes,Yes,Denied
3,Male,77798,Yes,Yes,Approved
5,Male,55778,No,No,Denied
0,Male,58619,Yes,Yes,Denied
2,Male,66349,Yes,Yes,Denied
1,Female,67982,No,Yes,Denied
4,Female,48239,Yes,No,Denied
0,Male,64785,Yes,No,Denied
3,Female,92509,Yes,No,Approved
2,Male,87483,Yes,Yes,Approved
3,Female,37510,Yes,No,Denied
2,Female,89760,Yes,Yes,Approved
1,Female,42360,Yes,Yes,Denied
2,Female,44962,No,Yes,Denied
2,Female,77802,Yes,No,Denied
1,Male,101478,Yes,No,Approved
2,Female,75472,No,No,Denied
3,Male,96875,No,No,Approved
1,Male,114930,Yes,Yes,Approved
3,Female,56017,Yes,No,Denied
3,Male,117126,No,No,Approved
5,Male,65191,Yes,Yes,Denied
0,Female,85775,Yes,No,Approved
2,Female,81118,Yes,No,Denied
2,Male,81672,No,Yes,Approved
3,Male,56852,Yes,Yes,Denied
3,Male,83086,Yes,No,Approved
4,Female,82191,Yes,No,Denied
3,Male,104692,No,No,Approved
2,Female,97188,Yes,Yes,Approved
2,Male,100388,Yes,Yes,Approved
3,Male,66550,Yes,Yes,Denied
2,Female,35978,Yes,No,Denied
2,Male,76810,Yes,Yes,Approved
2,Female,43379,No,No,Denied
2,Female,64196,No,Yes,Denied
0,Male,54068,Yes,Yes,Denied
2,Male,102400,Yes,Yes,Approved
1,Female,86564,Yes,Yes,Approved
3,Male,84832,Yes,Yes,Approved
1,Male,65053,Yes,No,Denied
0,Male,75519,No,No,Denied
0,Male,85414,Yes,Yes,Approved
2,Male,113408,Yes,Yes,Approved
2,Male,58096,Yes,No,Denied
4,Male,62251,No,Yes,Denied
1,Male,54737,Yes,No,Denied
1,Female,91862,No,Yes,Approved
4,Male,90146,Yes,Yes,Approved
4,Male,103056,No,Yes,Approved
1,Female,73781,Yes,No,Denied
2,Female,83198,No,Yes,Approved
3,Male,61010,Yes,Yes,Denied
1,Male,50220,Yes,Yes,Denied
4,Male,89213,Yes,Yes,Approved
3,Female,76530,Yes,No,Denied
2,Male,69085,Yes,Yes,Approved
2,Female,37445,No,No,Denied
3,Female,35348,No,No,Denied
3,Female,75349,Yes,Yes,Denied
0,Male,53794,Yes,No,Denied
2,Female,78805,Yes,No,Denied
3,Male,114621,Yes,Yes,Approved
2,Female,93614,No,No,Approved
0,Female,79503,Yes,Yes,Approved
0,Male,77850,No,No,Denied
2,Male,61685,Yes,Yes,Denied
3,Male,112004,Yes,No,Approved
5,Male,63019,No,Yes,Denied
0,Female,46261,No,No,Denied
3,Male,106834,Yes,No,Approved
0,Female,60962,No,Yes,Denied
2,Male,45033,Yes,No,Denied
3,Female,38044,No,Yes,Denied
1,Female,65086,Yes,No,Denied
1,Female,85146,No,No,Denied
3,Male,76013,Yes,Yes,Approved
1,Female,69712,No,Yes,Denied
2,Female,91619,No,No,Denied
1,Male,116462,Yes,No,Approved
1,Female,45777,Yes,No,Denied
2,Female,45172,Yes,Yes,Denied
1,Female,43991,Yes,Yes,Denied
3,Male,59886,Yes,Yes,Denied
1,Female,95827,Yes,No,Approved
4,Female,98063,Yes,No,Approved
1,Female,37761,Yes,Yes,Denied
1,Male,76596,Yes,Yes,Approved
4,Male,115583,Yes,Yes,Approved
2,Male,116549,Yes,Yes,Approved
2,Male,52284,Yes,No,Denied
2,Male,46013,Yes,No,Denied
3,Female,85649,No,No,Denied
0,Female,95622,Yes,No,Approved
2,Male,53965,Yes,No,Denied
3,Male,50571,Yes,Yes,Denied
2,Female,87964,Yes,Yes,Approved
2,Male,104697,Yes,No,Approved
3,Male,107773,Yes,No,Approved
0,Female,96814,Yes,No,Approved
1,Female,52834,Yes,Yes,Denied
3,Male,62667,Yes,No,Denied
4,Female,73332,No,No,Denied
0,Female,79548,Yes,No,Denied
4,Male,72281,Yes,No,Denied
2,Female,76569,Yes,No,Denied
5,Female,87026,Yes,No,Approved
8,Female,76765,Yes,Yes,Denied
2,Female,53207,No,No,Denied
2,Female,73020,No,No,Denied
2,Male,73788,Yes,No,Denied
3,Male,76928,Yes,No,Approved
1,Female,83591,Yes,No,Approved
1,Female,76273,Yes,Yes,Denied
2,Female,93287,Yes,No,Approved
2,Male,51713,Yes,Yes,Denied
2,Female,50569,No,No,Denied
2,Female,83944,Yes,No,Denied
1,Female,88144,Yes,No,Denied
2,Male,44200,Yes,Yes,Denied
3,Female,55390,No,Yes,Denied
1,Male,116742,Yes,No,Approved
1,Female,37111,Yes,No,Denied
1,Male,47986,Yes,No,Denied
3,Male,46088,Yes,Yes,Denied
0,Male,76036,Yes,Yes,Approved
1,Male,56931,Yes,Yes,Denied
3,Male,104668,Yes,Yes,Approved
2,Male,58127,No,Yes,Denied
0,Female,62457,Yes,No,Denied
1,Female,84253,No,No,Denied
4,Female,38447,No,No,Denied
1,Female,81722,Yes,No,Denied
2,Female,55904,No,Yes,Denied
2,Female,76863,No,Yes,Denied
3,Male,84348,Yes,Yes,Approved
4,Female,44199,Yes,Yes,Denied
2,Female,33370,Yes,No,Denied
4,Female,91421,No,No,Denied
1,Female,85458,No,No,Denied
1,Female,45525,No,No,Denied
1,Female,99148,Yes,No,Approved
4,Male,65659,Yes,Yes,Denied
2,Male,99196,Yes,No,Approved
1,Male,94093,Yes,No,Approved
2,Female,74396,No,No,Denied
5,Male,109610,Yes,Yes,Approved
2,Female,53900,Yes,No,Denied
4,Male,77886,Yes,Yes,Approved
1,Male,114171,Yes,Yes,Approved
3,Female,72925,No,Yes,Denied
2,Male,99347,Yes,Yes,Approved
0,Female,88028,Yes,No,Approved
3,Male,119923,No,Yes,Approved
0,Male,88737,Yes,No,Approved
0,Male,65606,No,No,Denied
2,Male,53040,Yes,No,Denied
4,Male,46670,No,No,Denied
3,Female,44342,No,No,Denied
3,Male,53669,No,Yes,Denied
0,Male,68631,No,No,Denied
5,Male,49375,No,Yes,Denied
2,Female,45237,No,No,Denied
3,Female,30207,No,Yes,Denied
3,Female,62510,No,No,Denied
2,Female,32788,Yes,Yes,Denied
3,Male,98557,Yes,No,Approved
2,Male,56324,No,No,Denied
1,Female,66437,Yes,Yes,Denied
1,Male,95901,Yes,No,Approved
3,Female,72390,Yes,Yes,Denied
1,Male,107591,Yes,No,Approved
3,Male,93104,Yes,No,Approved
2,Female,54503,No,No,Denied
7,Male,91918,Yes,Yes,Approved
2,Male,106083,Yes,Yes,Approved
1,Male,49484,Yes,Yes,Denied
3,Female,52041,Yes,No,Denied
1,Male,104729,Yes,Yes,Approved
1,Male,76635,No,Yes,Approved
0,Male,45210,No,Yes,Denied
0,Male,57960,Yes,Yes,Denied
2,Male,48297,Yes,Yes,Denied
0,Male,80087,Yes,Yes,Approved
2,Male,118205,Yes,No,Approved
0,Female,95740,No,No,Approved
3,Female,66155,No,No,Denied
2,Male,114471,No,Yes,Approved
3,Male,66999,No,No,Denied
1,Female,91298,Yes,Yes,Approved
1,Male,43235,Yes,No,Denied
4,Male,55956,Yes,Yes,Denied
3,Male,93550,Yes,No,Approved
3,Female,81607,Yes,No,Denied
0,Female,32877,No,No,Denied
3,Female,55948,Yes,No,Denied
3,Female,60711,Yes,No,Denied
3,Female,62224,No,No,Denied
6,Male,98803,Yes,No,Approved
1,Female,96111,No,No,Approved
5,Female,65263,No,No,Denied
1,Female,82227,No,No,Denied
4,Female,54475,No,Yes,Denied
4,Male,118469,No,Yes,Approved
0,Female,62091,Yes,No,Denied
2,Female,66650,Yes,No,Denied
1,Female,67079,No,No,Denied
2,Male,69584,Yes,Yes,Approved
1,Female,64239,Yes,No,Denied
1,Male,72821,No,Yes,Denied
5,Female,93959,No,No,Approved
5,Female,90394,No,No,Approved
2,Female,31600,Yes,No,Denied
6,Female,57332,Yes,No,Denied
2,Male,47510,Yes,No,Denied
2,Male,101139,Yes,Yes,Approved
1,Male,71745,Yes,Yes,Approved
4,Female,56631,Yes,No,Denied
4,Male,96859,Yes,No,Approved
2,Male,85435,Yes,Yes,Approved
4,Female,85023,No,No,Denied
1,Female,41714,Yes,No,Denied
4,Female,31345,Yes,Yes,Denied
2,Female,51835,Yes,Yes,Denied
1,Male,57635,No,Yes,Denied
0,Male,76239,Yes,No,Denied
2,Female,70946,No,Yes,Denied
1,Male,64478,Yes,No,Denied
0,Female,50588,No,Yes,Denied
2,Female,82788,No,No,Denied
0,Female,58324,Yes,No,Denied
3,Female,72418,Yes,No,Denied
0,Male,57407,No,Yes,Denied
0,Female,67392,No,No,Denied
2,Male,109590,No,No,Approved
1,Female,59487,No,No,Denied
3,Male,92774,Yes,Yes,Approved
3,Male,48007,Yes,Yes,Denied
0,Male,80635,Yes,Yes,Approved
1,Male,114071,Yes,Yes,Approved
3,Female,81171,No,No,Denied
0,Male,116038,Yes,Yes,Approved
2,Female,35016,No,No,Denied
1,Male,46407,Yes,No,Denied
2,Female,46290,No,No,Denied
3,Female,45368,No,No,Denied
3,Male,115446,Yes,No,Approved
3,Female,35579,Yes,No,Denied
3,Male,110358,Yes,No,Approved
0,Female,32698,No,Yes,Denied
3,Male,77445,Yes,No,Denied
0,Male,91731,Yes,Yes,Approved
0,Female,62183,Yes,No,Denied
3,Male,69134,Yes,No,Denied
2,Male,61391,Yes,Yes,Denied
1,Male,93285,Yes,Yes,Approved
1,Male,53311,Yes,Yes,Denied
3,Male,110785,Yes,Yes,Approved
1,Male,85499,Yes,Yes,Approved
1,Female,86691,No,Yes,Approved
4,Female,38470,No,No,Denied
0,Female,79042,Yes,No,Denied
2,Male,115942,No,No,Approved
2,Male,75851,Yes,No,Denied
1,Female,71340,Yes,Yes,Denied
3,Male,44298,Yes,No,Denied
1,Female,85187,No,No,Denied
2,Male,94590,Yes,Yes,Approved
4,Male,99677,Yes,Yes,Approved
6,Male,92577,No,Yes,Approved
4,Male,108693,No,Yes,Approved
0,Female,65131,Yes,No,Denied
0,Male,115285,Yes,No,Approved
4,Female,72361,Yes,Yes,Denied
3,Male,67016,Yes,No,Denied
0,Male,110402,Yes,Yes,Approved
4,Male,72097,Yes,Yes,Approved
4,Male,42911,Yes,Yes,Denied
2,Female,49255,Yes,No,Denied
1,Male,100005,Yes,Yes,Approved
2,Female,47461,No,No,Denied
0,Female,94418,Yes,Yes,Approved
2,Male,83984,Yes,No,Approved
3,Female,42179,Yes,No,Denied
1,Male,77018,No,Yes,Approved
3,Male,70215,Yes,No,Denied
3,Male,107929,Yes,Yes,Approved
5,Female,57244,No,No,Denied
2,Female,56306,Yes,No,Denied
1,Male,59895,No,No,Denied
4,Female,64191,Yes,No,Denied
4,Male,111161,No,No,Approved
0,Female,50991,Yes,Yes,Denied
2,Male,45130,Yes,Yes,Denied
2,Male,67703,Yes,No,Denied
3,Male,73645,No,No,Denied
1,Female,79443,No,No,Denied
2,Female,61319,Yes,No,Denied
2,Male,85473,Yes,Yes,Approved
2,Female,43647,Yes,Yes,Denied
5,Male,40163,Yes,Yes,Denied
2,Male,114775,No,Yes,Approved
5,Male,89419,No,Yes,Approved
0,Female,33678,No,Yes,Denied
1,Female,43827,No,Yes,Denied
2,Male,102819,Yes,No,Approved
2,Male,67118,Yes,No,Denied
1,Male,69180,Yes,No,Denied
0,Female,62066,No,No,Denied
2,Male,84499,Yes,Yes,Approved
3,Male,73226,Yes,No,Denied
2,Female,37400,Yes,No,Denied
0,Female,56000,Yes,No,Denied
5,Female,37633,Yes,No,Denied
3,Male,65394,Yes,No,Denied
2,Male,101471,Yes,Yes,Approved
3,Female,70280,No,Yes,Denied
1,Female,31331,Yes,No,Denied
3,Male,48637,Yes,Yes,Denied
3,Male,52762,Yes,No,Denied
0,Male,109416,Yes,Yes,Approved
1,Female,75920,Yes,Yes,Denied
2,Male,58306,No,No,Denied
1,Male,90468,Yes,No,Approved
5,Male,103328,No,Yes,Approved
2,Female,60663,No,Yes,Denied
1,Female,60244,Yes,No,Denied
3,Male,99890,Yes,Yes,Approved
1,Female,71850,No,No,Denied
3,Male,58150,Yes,Yes,Denied
4,Female,45231,Yes,Yes,Denied
3,Male,95294,Yes,Yes,Approved
2,Female,73852,Yes,Yes,Denied
1,Male,58378,Yes,Yes,Denied
1,Male,98388,Yes,No,Approved
0,Male,104246,Yes,No,Approved
1,Male,112217,Yes,Yes,Approved
0,Female,47602,Yes,No,Denied
0,Female,76772,No,Yes,Denied
5,Female,82213,Yes,Yes,Denied
2,Female,89461,No,No,Approved
0,Female,63242,Yes,No,Denied
3,Female,56093,Yes,No,Denied
3,Female,96768,Yes,No,Approved
1,Male,66224,No,No,Denied
2,Female,70551,Yes,Yes,Denied
3,Female,61855,No,No,Denied
3,Male,77515,Yes,Yes,Approved
1,Female,83559,No,Yes,Approved
5,Female,80375,Yes,Yes,Denied
1,Male,119095,Yes,No,Approved
5,Female,52456,No,Yes,Denied
2,Female,58659,No,No,Denied
3,Female,99146,No,No,Approved
3,Female,42137,Yes,Yes,Denied
0,Female,35494,No,No,Denied
1,Male,72713,Yes,Yes,Approved
2,Male,46092,Yes,Yes,Denied
1,Male,95340,Yes,No,Approved
0,Male,82146,Yes,Yes,Approved
1,Female,41003,Yes,Yes,Denied
2,Male,45039,No,Yes,Denied
3,Female,64483,Yes,No,Denied
3,Male,85523,Yes,Yes,Approved
2,Female,68725,Yes,Yes,Denied
2,Male,50679,Yes,No,Denied
3,Male,51284,Yes,Yes,Denied
2,Male,105317,Yes,No,Approved
4,Male,42005,Yes,No,Denied
0,Female,96346,No,No,Approved
